,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,To Remove
0,4574,174,2231,"World Cup Qualifiers, Africa, 2026",Mozambique vs Algeria,19-11-2023,Algeria,DZ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,A Gouiri,none,False
1,4636,236,2234,"World Cup Qualifiers, Africa, 2026",Zimbabwe vs Nigeria,19-11-2023,Nigeria,NG,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,N Tella,none,False
2,12342,176,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,K Olimpa,none,False
3,12344,178,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,G Arnolin,none,False
4,12345,179,3647,"Gold Cup, 2013",Martinique vs Mexico,14-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
5,12375,209,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,K Olimpa,none,False
6,12376,210,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,G Arnolin,none,False
7,12377,211,3648,"Gold Cup, 2013",Canada vs Martinique,07-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
8,12705,539,3663,"Gold Cup, 2013",Panama vs Martinique,12-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,K Olimpa,none,False
9,12707,541,3663,"Gold Cup, 2013",Panama vs Martinique,12-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,G Arnolin,none,False
10,12708,542,3663,"Gold Cup, 2013",Panama vs Martinique,12-07-2013,Martinique,MQ,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,J Babin,none,False
11,13913,647,2203,"World Cup Qualifiers, Africa, 2026",Algeria vs Somalia,16-11-2023,Algeria,DZ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,A Gouiri,none,False
12,16404,938,2773,"World Cup Qualifiers, Europe, 2014",San Marino vs England,22-03-2013,England,EN,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,J Lescott,none,False
13,17700,34,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,R Labonne,none,False
14,17701,35,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,F Poulolo,none,False
15,17702,36,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Rivierez,none,False
16,17708,42,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,P Burner,none,False
17,17709,43,3794,"Gold Cup, 2023",Costa Rica vs Martinique,05-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,B Labeau,none,False
18,17754,88,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,D Rouyard,none,False
19,17755,89,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,M Alphonse,none,False
20,17757,91,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,C Avinel,none,False
21,17760,94,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,A Gravillon,none,False
22,17761,95,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,A Plumain,none,False
23,17762,96,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Leborgne,none,False
24,17764,98,3797,"Gold Cup, 2023",Guadeloupe vs Guatemala,05-07-2023,Guadeloupe,GP,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,T Ambrose,none,False
25,17886,220,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,T De Percin,none,False
26,17888,222,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,F Poulolo,none,False
27,17893,227,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Mexique,none,False
28,17896,230,3803,"Gold Cup, 2023",Martinique vs Panama,01-07-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,B Labeau,none,False
29,17986,320,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,R Labonne,none,False
30,17987,321,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,F Poulolo,none,False
31,17988,322,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,J Rivierez,none,False
32,17994,328,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,P Burner,none,False
33,17995,329,3807,"Gold Cup, 2023",El Salvador vs Martinique,27-06-2023,Martinique,MQ,2023,FAIL,0,0.0,True,Online Lookup Required,False,0,B Labeau,none,False
34,25803,437,1334,"Olympics, 2016",Sweden vs Colombia,2016-08-04,Colombia,CO,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Dorlan Pabón,none,False
35,25869,503,1337,"Olympics, 2016",Japan vs Colombia,2016-08-07,Colombia,CO,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Dorlan Pabón,none,False
36,25902,536,1339,"Olympics, 2016",Colombia vs Nigeria,2016-08-10,Colombia,CO,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Dorlan Pabón,none,False
37,25928,562,1340,"Olympics, 2016",Mexico vs Germany,2016-08-04,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Jeremy Toljan,none,False
38,25937,571,1340,"Olympics, 2016",Mexico vs Germany,2016-08-04,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Davie Selke,none,False
39,25983,617,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Jeremy Toljan,none,False
40,25992,626,1343,"Olympics, 2016",Germany vs South Korea,2016-08-07,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Davie Selke,none,False
41,26005,639,1344,"Olympics, 2016",Germany vs Fiji,2016-08-10,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Jeremy Toljan,none,False
42,26069,703,1346,"Olympics, 2016",Honduras vs Algeria,2016-08-04,Algeria,DZ,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Rachid Aït-Atmane,none,False
43,26072,706,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tobias Figueiredo,none,False
44,26074,708,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tomás Podstawski,none,False
45,26078,712,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Fernando Fonseca,none,False
46,26080,714,1347,"Olympics, 2016",Portugal vs Argentina,2016-08-04,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Salvador Agra,none,False
47,26105,739,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tobias Figueiredo,none,False
48,26107,741,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tomás Podstawski,none,False
49,26111,745,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Fernando Fonseca,none,False
50,26113,747,1348,"Olympics, 2016",Honduras vs Portugal,2016-08-07,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Salvador Agra,none,False
51,26135,769,1349,"Olympics, 2016",Argentina vs Algeria,2016-08-07,Algeria,DZ,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Rachid Aït-Atmane,none,False
52,26173,807,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Paulo Henrique,none,False
53,26174,808,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tomás Podstawski,none,False
54,26178,812,1351,"Olympics, 2016",Algeria vs Portugal,2016-08-10,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Pité,none,False
55,26182,816,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tobias Figueiredo,none,False
56,26184,818,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Tomás Podstawski,none,False
57,26188,822,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Fernando Fonseca,none,False
58,26189,823,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Portugal,PT,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Salvador Agra,none,False
59,26192,826,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Jeremy Toljan,none,False
60,26201,835,1352,"Olympics, 2016",Portugal vs Germany,2016-08-13,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Davie Selke,none,False
61,26265,899,1355,"Olympics, 2016",Brazil vs Colombia,2016-08-13,Colombia,CO,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Dorlan Pabón,none,False
62,26302,936,1357,"Olympics, 2016",Nigeria vs Germany,2016-08-17,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Jeremy Toljan,none,False
63,26311,945,1357,"Olympics, 2016",Nigeria vs Germany,2016-08-17,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Davie Selke,none,False
64,26346,980,1359,"Olympics, 2016",Brazil vs Germany,2016-08-20,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Jeremy Toljan,none,False
65,26355,989,1359,"Olympics, 2016",Brazil vs Germany,2016-08-20,Germany,DE,2016,FAIL,0,0.0,True,Online Lookup Required,False,0,Davie Selke,none,False
66,26367,1001,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Paul Bernardoni,none,False
67,26369,1003,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Pierre Kalulu,none,False
68,26372,1006,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Téji Savanier,none,False
69,26373,1007,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Lucas Tousart,none,False
70,26375,1009,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Enzo Le Fée,none,False
71,26376,1010,1361,"Olympics, 2020",Mexico vs France,2021-07-22,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Arnaud Nordin,none,False
72,26400,1034,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Paul Bernardoni,none,False
73,26402,1036,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Pierre Kalulu,none,False
74,26403,1037,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Niels Nkounkou,none,False
75,26405,1039,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Téji Savanier,none,False
76,26406,1040,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Lucas Tousart,none,False
77,26409,1043,1363,"Olympics, 2020",France vs South Africa,2021-07-25,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Nathanaël Mbuku,none,False
78,26419,1053,1363,"Olympics, 2020",France vs South Africa,2021-07-25,South Africa,ZA,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Kobamelo Kodisang,none,False
79,26444,1078,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Paul Bernardoni,none,False
80,26446,1080,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Timothée Pembélé,none,False
81,26447,1081,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Pierre Kalulu,none,False
82,26449,1083,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Alexis Beka Beka,none,False
83,26450,1084,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Téji Savanier,none,False
84,26451,1085,1365,"Olympics, 2020",France vs Japan,2021-07-28,France,FR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Lucas Tousart,none,False
85,26467,1,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,I Kamberipa,none,False
86,26468,2,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,C Hambira,none,False
87,26471,5,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,D Haoseb,none,False
88,26472,6,2073,"World Cup Qualifiers, Africa, 2022",Namibia vs Congo,02-09-2021,Namibia,,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,A Handura,none,False
89,26582,116,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Eritrea,ER,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,H Goitom,none,False
90,26588,122,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,L Horaeb,none,False
91,26591,125,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,A Petrus,none,False
92,26593,127,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,I Heita,none,False
93,26594,128,2078,"World Cup Qualifiers, Africa, 2022",Eritrea vs Namibia,04-09-2019,Namibia,,2019,FAIL,0,0.0,True,Online Lookup Required,False,0,M Papama,none,False
94,29773,7,1366,"Olympics, 2020",South Africa vs Mexico,2021-07-28,South Africa,ZA,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Kobamelo Kodisang,none,False
95,29943,177,1374,"Olympics, 2020",Argentina vs Australia,2021-07-22,Argentina,AR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Hernán de la Fuente,none,False
96,29948,182,1374,"Olympics, 2020",Argentina vs Australia,2021-07-22,Argentina,AR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Santiago Colombatto,none,False
97,29976,210,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Hernán de la Fuente,none,False
98,29981,215,1375,"Olympics, 2020",Egypt vs Argentina,2021-07-25,Argentina,AR,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Martín Payero,none,False
99,30087,321,1380,"Olympics, 2020",Brazil vs Germany,2021-07-22,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Amos Pieper,none,False
100,30090,324,1380,"Olympics, 2020",Brazil vs Germany,2021-07-22,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Arne Maier,none,False
101,30131,365,1382,"Olympics, 2020",Saudi Arabia vs Germany,2021-07-25,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Amos Pieper,none,False
102,30134,368,1382,"Olympics, 2020",Saudi Arabia vs Germany,2021-07-25,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Arne Maier,none,False
103,30135,369,1382,"Olympics, 2020",Saudi Arabia vs Germany,2021-07-25,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Eduard Löwen,none,False
104,30136,370,1382,"Olympics, 2020",Saudi Arabia vs Germany,2021-07-25,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Ragnar Ache,none,False
105,30138,372,1382,"Olympics, 2020",Saudi Arabia vs Germany,2021-07-25,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Cedric Teuchert,none,False
106,30167,401,1384,"Olympics, 2020",Germany vs Ivory Coast,2021-07-28,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Arne Maier,none,False
107,30172,406,1384,"Olympics, 2020",Germany vs Ivory Coast,2021-07-28,Germany,DE,2021,FAIL,0,0.0,True,Online Lookup Required,False,0,Ragnar Ache,none,False
108,36358,58,2883,"World Cup Qualifiers, Europe, 2014",Montenegro vs England,26-03-2013,England,EN,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,J Lescott,none,False
109,36603,303,2894,"World Cup Qualifiers, Europe, 2014",Liechtenstein vs Slovakia,07-06-2013,Slovakia,SK,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,M Sapara,none,False
110,36876,576,2907,"World Cup Qualifiers, Europe, 2014",Poland vs Ukraine,22-03-2013,Poland,PL,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,S Boenisch,none,False
111,37173,873,2920,"World Cup Qualifiers, Europe, 2014",San Marino vs Poland,10-09-2013,Poland,PL,2013,FAIL,0,0.0,True,Online Lookup Required,False,0,S Boenisch,none,False
115,42901,1,1922,"World Cup Qualifiers, Africa, 2018",Namibia vs Guinea,12-11-2015,Namibia,,2015,FAIL,0,0.0,True,Online Lookup Required,False,0,D Tjetjinda,none,False
